2.323524242357655680e+02 1.640817974338327190e+02 2.655375094358118986e+02
2.360109149601270246e+02 1.664070874760953416e+02 2.628149203468482256e+02
2.413026633583575062e+02 1.677996392916175807e+02 2.605701079551039925e+02
2.423008912257693055e+02 1.666527441481135554e+02 2.597742683948229114e+02
2.512195483794348831e+02 1.679545555050706298e+02 2.552705348152227316e+02
2.622875099388288049e+02 1.668849582647584668e+02 2.484717509262373767e+02
2.701644995487374672e+02 1.679839756005524123e+02 2.449309143664663395e+02
2.701887862459421399e+02 1.679949607194801615e+02 2.449397933329905186e+02
2.825145628547374486e+02 1.654074986880442566e+02 2.373276202833255297e+02
2.829818583372860985e+02 1.654192047586237209e+02 2.371811254545829115e+02
2.838192281642253079e+02 1.647200268903659435e+02 2.358765080849406672e+02
2.847887285816069038e+02 1.635243660717608236e+02 2.342162718975918665e+02
2.875478554601339169e+02 1.620437331957751894e+02 2.315321879023244662e+02
2.876786943293145669e+02 1.584884116659191875e+02 2.222364249782975776e+02
2.880708245590197976e+02 1.580023828475118535e+02 2.212369548948302906e+02
2.890805793129803760e+02 1.565396724457699236e+02 2.199661047877441149e+02
2.900575639638851158e+02 1.537584801172191362e+02 2.179051741815537184e+02
2.911057307886162562e+02 1.535929844288347681e+02 2.172889676159750820e+02
2.912585047812303287e+02 1.522553682202049572e+02 2.172847782673339907e+02
2.915128455410037986e+02 1.522194439628319458e+02 2.179887047310431569e+02
2.921798410854392500e+02 1.523146069858567557e+02 2.177733216951349391e+02
2.941281317850802566e+02 1.472172394957750612e+02 2.157816553219715558e+02
2.848468707963319844e+02 1.436930717393874488e+02 2.157572643578733107e+02
2.720746177796561938e+02 1.441295202283372419e+02 2.051313612970033660e+02
2.695030959439455387e+02 1.313748457752658396e+02 1.897496571775642167e+02
2.707686127680217396e+02 1.306560942442079067e+02 1.897865117522720197e+02
2.888658588359805890e+02 1.263427801308199463e+02 1.883978734596331890e+02
2.925766487624990759e+02 1.220981250877888442e+02 1.841407448410095355e+02
2.975347104866327186e+02 1.179905671473297986e+02 1.879403950817388136e+02
3.014324624511353932e+02 1.209562832923128326e+02 1.923673692073223833e+02
3.025743966694574851e+02 1.202770320410925535e+02 1.940024348056552981e+02
3.030569760200239102e+02 1.139271149955569626e+02 1.912909094871483831e+02
3.025090673798403031e+02 1.123520435804464626e+02 1.897393945762476335e+02
3.033275289242650956e+02 1.104974880255591216e+02 1.904942378539780066e+02
3.075703371875334824e+02 1.066178500084477605e+02 1.820610837143268554e+02
3.054862562666821191e+02 1.046412200868771549e+02 1.803292506396354895e+02
3.051477008871847261e+02 1.042708056600004625e+02 1.797043721245971710e+02
3.038943239420605664e+02 1.040667046119742878e+02 1.797741029533073913e+02
3.001855843817228333e+02 1.024991529042447809e+02 1.789502300199197009e+02
2.939150530879130656e+02 1.007582978810166310e+02 1.782796417884824791e+02
2.896937644640960343e+02 1.013996080146425101e+02 1.782148670445540120e+02
2.869979623578756218e+02 9.831611567122155293e+01 1.781085181940502480e+02
2.866977770778145782e+02 9.545939507136091606e+01 1.787786990379817667e+02
2.880159199956256089e+02 9.414195590285554260e+01 1.770658695265577478e+02
2.861966078954613408e+02 9.336457177821642972e+01 1.718895018753193540e+02
2.838075984678040413e+02 9.327713900689951743e+01 1.712395852653507404e+02
2.794834828057498726e+02 9.269001259721180475e+01 1.703951958969994962e+02
2.731429949153899770e+02 9.317890443992661176e+01 1.709978074107818315e+02
2.676312518541060399e+02 8.601395389278762593e+01 1.816508499743258653e+02
2.663977940810131031e+02 8.237485117157530112e+01 1.785689246401589401e+02
2.621721033422367100e+02 8.509208009280857254e+01 1.782016414893852243e+02
2.606972244089067203e+02 8.542997621108791861e+01 1.770417783821897899e+02
2.591851679704433309e+02 8.498284387615142066e+01 1.767140109457275230e+02
2.561353377441542420e+02 8.205171245353089660e+01 1.747658733052845150e+02
2.523807147833668409e+02 8.027539575899027113e+01 1.701017762545766914e+02
2.542971825614463910e+02 8.267377551126607216e+01 1.649086678096226706e+02
2.524393630353225717e+02 8.302161407218360978e+01 1.637863705897989917e+02
2.510263629306553810e+02 8.306137175405775963e+01 1.624366864161596595e+02
2.500296411063698372e+02 8.508838595715610609e+01 1.648513274053254634e+02
2.494779422402487512e+02 8.587452053551372444e+01 1.633790127841318167e+02
2.494121608288229481e+02 8.581720341522809292e+01 1.633488362590493352e+02
2.465875153025301074e+02 8.714811509453708993e+01 1.633217322671351610e+02
2.438042655753864096e+02 8.791704372956743896e+01 1.629006072880459044e+02
2.440298439766792455e+02 8.708466168857833622e+01 1.609297021017904399e+02
2.426884472225980005e+02 9.078068633116534158e+01 1.574517813243010096e+02
2.389246862639533049e+02 9.333630699446155177e+01 1.613997465617231910e+02
2.376488217514499013e+02 9.351277862790234963e+01 1.614799961542070150e+02
2.363284903501838699e+02 9.705489515799422406e+01 1.674103750031566449e+02
2.313846006197539396e+02 9.839220846425486400e+01 1.678244137985967086e+02
2.270541514590970849e+02 9.383836832403841299e+01 1.684072038397082736e+02
2.255162806237687505e+02 9.391550064957118593e+01 1.681114810316302624e+02
2.241455137871258216e+02 9.297735638934123870e+01 1.673657225301539029e+02
2.242618047437794644e+02 9.288907517910334377e+01 1.666854016867272321e+02
2.227933700739464200e+02 9.467679018046651152e+01 1.658928669115681771e+02
2.220027166202622766e+02 9.489296999794899534e+01 1.656736920121442154e+02
2.213596599974322316e+02 9.687275741792205963e+01 1.659373657185230968e+02
2.204125369877987737e+02 9.656811145056192913e+01 1.654363082590115255e+02
2.176159203282299472e+02 9.719595497076598178e+01 1.668722630766796158e+02
2.164477950322109052e+02 9.790722607223518992e+01 1.662769078959591980e+02
2.170051610424742421e+02 1.016540979752082308e+02 1.626245172708366908e+02
2.142724713335195190e+02 1.009418068550986902e+02 1.606403440669552083e+02
2.124572803841039388e+02 1.007041955518235170e+02 1.595024047806086571e+02
2.098501587605421719e+02 1.022837093450285408e+02 1.573720175268573485e+02
2.086679528917174480e+02 1.095493175052963011e+02 1.589480262194300622e+02
2.098163338298102758e+02 1.113053234198368386e+02 1.573297366879916126e+02
2.061860982095560075e+02 1.169755985220221817e+02 1.529595991501801961e+02
2.067006555562165602e+02 1.194337117133968320e+02 1.529787441147401523e+02
2.044840036906739442e+02 1.228125543358000584e+02 1.523925337306037875e+02
1.994332000872346669e+02 1.265253149720382737e+02 1.503478143698483791e+02
1.896013630626793542e+02 1.274698024225969846e+02 1.492481162807357862e+02
1.856636847194055235e+02 1.258513025326928130e+02 1.498859747473608479e+02
1.860047278794408214e+02 1.196393968598396214e+02 1.494313024634324734e+02
1.836240239727033554e+02 1.154555031245735393e+02 1.472302726745015207e+02
1.816782702788405288e+02 1.141657883264314535e+02 1.475935812335219168e+02
1.813697533809872766e+02 1.161804450863606917e+02 1.466699799036954062e+02
1.792724059852195069e+02 1.150871061446506474e+02 1.459173626829323496e+02
1.769692823982333607e+02 1.139730131248527414e+02 1.459816549641765562e+02
1.689560981689771495e+02 1.115584108183808922e+02 1.439994904011452945e+02
1.693322342502223705e+02 1.146772242389413918e+02 1.395084569264173808e+02
1.727855167486246728e+02 1.212052494057083720e+02 1.385651532115346640e+02
1.645877782116747312e+02 1.207129719794617841e+02 1.326054850468350992e+02
1.606686162977084962e+02 1.213564981563610559e+02 1.364694087109209022e+02
1.533461935897180410e+02 1.264366433423704450e+02 1.280864616134561516e+02
1.517608027788491256e+02 1.355234504961543394e+02 1.225054142052648700e+02
1.498326242368875683e+02 1.400807330936493429e+02 1.192894692157779701e+02
1.443187901445189993e+02 1.457532225962876566e+02 1.173276664922133392e+02
1.435767114573471872e+02 1.466997365324437510e+02 1.172763938550806131e+02
1.407531525662074046e+02 1.472110187095303786e+02 1.185288830674785032e+02
1.400770458379786021e+02 1.482371475924659023e+02 1.170665014347922295e+02
1.391359059486429999e+02 1.486823947548890885e+02 1.154388648610675290e+02
1.388368805380528386e+02 1.495724002472049960e+02 1.150262586941270229e+02
1.380764642064885663e+02 1.500833160637419041e+02 1.143179123753296977e+02
1.374095909514276457e+02 1.505392616840301798e+02 1.135268429871788101e+02
1.361830710812688210e+02 1.517018309746738396e+02 1.129463702540332690e+02
1.349840131080742083e+02 1.516825660326947514e+02 1.128336150489280953e+02
1.291511958786100536e+02 1.543989894334781638e+02 1.056296098473699487e+02
1.287911263155861832e+02 1.548071589167716695e+02 1.049488365618434926e+02
1.274948396468735723e+02 1.554485831913392246e+02 1.047416917542141448e+02
1.260594561303617809e+02 1.602640847140855271e+02 1.092321196051583740e+02
1.250902995649411338e+02 1.607741287588783621e+02 1.093882514921370444e+02
1.228875606931615465e+02 1.631735770134158940e+02 1.092737426342215912e+02
1.224167675143759055e+02 1.625534888515978196e+02 1.076867412870072656e+02
1.190367532348607824e+02 1.641718084437842435e+02 1.087804235010444529e+02
1.173385509110452034e+02 1.668023622589714137e+02 1.078830854965691799e+02
1.165267508679281434e+02 1.685983884294941788e+02 1.077271792813822771e+02
1.163143064160890958e+02 1.684470810618494454e+02 1.069476383193719187e+02
1.139624833928170631e+02 1.709832916081922463e+02 1.072922525963546718e+02
1.125532954062942252e+02 1.725051238122385655e+02 1.068268125242640849e+02
1.148501296692059697e+02 1.754290604484138782e+02 1.023341847463321130e+02
1.105737996570968420e+02 1.881983646674572981e+02 1.004311239652130894e+02
1.182542772278441703e+02 1.911420506659963507e+02 9.910338161485364594e+01
1.190671423541057834e+02 1.890200950123015105e+02 9.976753896386716747e+01
1.235860892409109510e+02 1.871911561567516458e+02 1.003961032330566638e+02
1.273328276941334991e+02 1.869297017745579694e+02 9.873193394168190196e+01
1.340461413800789217e+02 1.872180178488562206e+02 9.699743394923936535e+01
1.354021575687670236e+02 1.885885354719142697e+02 9.583605449024105383e+01
1.395051367906017390e+02 1.903779479683532543e+02 9.564702580553338862e+01
1.387077486212367035e+02 1.927379227926262502e+02 9.640604127576115445e+01
1.389298703253285794e+02 1.972066357782813384e+02 9.517044493296253904e+01
1.375763452888048164e+02 2.072369410990750396e+02 8.894274786601597782e+01
1.410733828327975914e+02 2.129095572766247528e+02 9.097839817357991876e+01
1.466073056567784647e+02 2.229431645037898306e+02 9.032782807447983942e+01
1.462538577433326736e+02 2.281388566086350238e+02 8.977119655087668093e+01
1.354071726637646407e+02 2.273715993604639607e+02 9.253399733292140183e+01
1.339089561538524435e+02 2.266464072669501491e+02 9.360023666682130283e+01
1.318955285240808735e+02 2.252482125006422962e+02 9.275057675222664955e+01
1.289255013014351334e+02 2.234320135281562330e+02 9.304405542095339854e+01
1.212479473393465383e+02 2.228999884277791352e+02 9.165745434937596769e+01
1.202391558536265705e+02 2.292073365913639122e+02 9.456659946469224565e+01
1.256945796858291260e+02 2.351262753272613111e+02 9.719851130469770339e+01
1.277614094253213750e+02 2.371063281315529991e+02 9.826912410575887691e+01
1.266976603225363078e+02 2.415634004450204202e+02 9.881830219373358659e+01
1.297827220480929213e+02 2.424018320352878106e+02 9.815127186828766526e+01
1.376170217026137266e+02 2.478557579336492722e+02 9.963245577375640494e+01
1.357549866682200843e+02 2.562490971281359862e+02 1.041904573819287094e+02
1.382451429690341911e+02 2.632334777906862087e+02 1.066699407311444503e+02
1.419608145824810777e+02 2.629271018890896130e+02 1.081840336448907181e+02
1.445771865846528783e+02 2.660491444850238736e+02 1.097130284619844360e+02
1.466387869910909671e+02 2.667955794704903383e+02 1.126927420428490905e+02
1.524464724938849827e+02 2.701435306888387231e+02 1.151200836008331976e+02
1.497985392086690695e+02 2.749068145280407407e+02 1.190253139494481474e+02
1.461239718638408362e+02 2.762635640640855854e+02 1.179395875791175854e+02
1.450023582532461432e+02 2.789546185985194029e+02 1.191719802174675067e+02
1.447925740686834502e+02 2.797084139772563844e+02 1.192317139151275995e+02
1.443167879798863851e+02 2.795010397023169730e+02 1.182580389203066460e+02
1.418525905932406488e+02 2.800283699772198247e+02 1.153421666723799746e+02
1.417683051416631201e+02 2.758922632461965350e+02 1.131877201716511934e+02
1.361658600198743727e+02 2.763234214648041416e+02 1.128896291021409581e+02
1.335262419549938500e+02 2.806393753209410988e+02 1.134643129384679412e+02
1.335658992979460891e+02 2.815825501485479663e+02 1.138795250570895092e+02
1.327788957097958473e+02 2.816789495779801200e+02 1.139892363766273462e+02
1.329524495691460686e+02 2.864041642013034448e+02 1.160509930886632901e+02
1.370406729156581491e+02 2.871247205261059321e+02 1.170734314420162718e+02
1.356795973350650684e+02 2.937131278545358555e+02 1.232262422240129922e+02
1.336020318528534290e+02 2.956508576212589787e+02 1.225639950752434402e+02
1.314001538485834431e+02 2.963373071350386567e+02 1.236426325988051076e+02
1.289701507158216032e+02 2.970126846403371133e+02 1.215402160212505152e+02
1.233917754919877297e+02 2.963285275533254435e+02 1.186071884441946338e+02
1.207604223666505163e+02 2.977714536321043965e+02 1.188929349454625708e+02
1.182183731705235061e+02 2.962109476136311059e+02 1.181911504176739101e+02
1.162168949269857592e+02 2.972604467822417860e+02 1.179316116615089385e+02
1.092542208237492076e+02 2.992352817165443639e+02 1.185559023540186416e+02
1.042592170698468834e+02 3.002890686538988234e+02 1.174533835917101499e+02
1.033549215035369002e+02 3.013471818228395591e+02 1.167979143223765277e+02
9.828325742932278786e+01 3.024148132534203341e+02 1.159737368848779653e+02
9.773573325646846399e+01 3.037518827839887763e+02 1.178133253038699308e+02
9.410074791825327623e+01 3.091173197404505117e+02 1.229927156297145387e+02
9.137980840716751629e+01 3.124889557087046796e+02 1.215446071011825921e+02
9.148412372164571593e+01 3.121884262199943123e+02 1.204129889818726156e+02
9.181621665087212136e+01 3.126583093147853560e+02 1.204299091696493775e+02
9.148341932486809469e+01 3.133492473134613192e+02 1.205936239248512720e+02
9.047491031521090576e+01 3.148121920763566095e+02 1.215732446811782097e+02
8.994361831719965039e+01 3.147329924511483910e+02 1.220685644768222744e+02
8.845262421375485928e+01 3.162585791481160413e+02 1.218133733054370680e+02
8.814923163976980902e+01 3.167515343772343499e+02 1.219608958919185682e+02
8.808034933677657818e+01 3.165227500501294458e+02 1.222123687813348738e+02
8.779528923409932872e+01 3.176162579616522521e+02 1.231475836529146619e+02
8.762233856990474123e+01 3.173243041039173704e+02 1.269059120510845986e+02
8.682675539967721079e+01 3.185839059462446698e+02 1.286981644410155354e+02
8.688159697077304600e+01 3.185275874970919858e+02 1.288414068971847257e+02
8.652581841749255886e+01 3.185724446170481770e+02 1.291794092481887901e+02
8.509906411471632737e+01 3.207849290355899825e+02 1.308950357183663584e+02
8.259386011577241504e+01 3.236650704937732144e+02 1.256695559231379349e+02
8.180347466089622799e+01 3.249341721820057955e+02 1.265998475106725039e+02
8.045020417871026552e+01 3.254594898561838932e+02 1.270778829180852085e+02
7.878274108035174095e+01 3.367432674664032675e+02 1.340165455649340629e+02
7.938118032531039603e+01 3.359673975814590676e+02 1.381335720185765865e+02
8.053670808918479906e+01 3.336457872125959625e+02 1.382467127322643989e+02
8.334745598039643255e+01 3.337020497865809716e+02 1.411541949551133825e+02
8.158994825799408090e+01 3.316404562410905328e+02 1.419292926278555456e+02
8.119725602538125031e+01 3.344378275274652879e+02 1.482935122101835077e+02
7.866865373567935649e+01 3.387398223170368396e+02 1.481441225632198382e+02
8.282842482311033905e+01 3.449089775808613467e+02 1.489330560187505910e+02
8.279038992867745606e+01 3.476264734067815425e+02 1.498108901755878719e+02
8.558683035849006160e+01 3.485365987331566089e+02 1.566873113468458314e+02
8.895720924914158445e+01 3.555451157461411640e+02 1.604962159610393542e+02
8.843289860567469418e+01 3.572415953436770906e+02 1.603528833429074609e+02
8.995495394515488385e+01 3.592865087592754207e+02 1.625295279080189061e+02
8.768397457133772832e+01 3.616628637855926627e+02 1.611607514633844573e+02
8.699630342092176249e+01 3.650589153439341317e+02 1.615435728941781974e+02
8.667837712098537395e+01 3.647431569325914893e+02 1.633650539454070838e+02
8.622784016684576613e+01 3.675966249200952234e+02 1.630696053229773383e+02
8.809574475222208889e+01 3.693329127529365792e+02 1.620780746568342181e+02
8.887294686378754704e+01 3.710939754151835359e+02 1.641736885523105229e+02
8.775696638383186610e+01 3.751013697981636597e+02 1.634051703305642320e+02
8.773011554575492710e+01 3.760808634380420017e+02 1.656683841947156850e+02
8.766270619677621312e+01 3.807516592751148892e+02 1.651009538372448162e+02
9.031050109557034489e+01 3.823199785014060126e+02 1.649347543358476003e+02
9.181709470154984842e+01 3.849288984015946653e+02 1.644858261958466414e+02
9.406999712198353336e+01 3.860594489068001849e+02 1.656291050096220090e+02
